similarity,name,filename,md5
0.9611344537815126,denticola/GCA_000338595.1_Trep_dent_ATCC_33521_V1_genomic.fna.gz,denticola/GCA_000338595.1_Trep_dent_ATCC_33521_V1_genomic.fna.gz.sig,d1b69e0f4b385267de712087c7e13444
0.3812168034765814,denticola/GCA_000340725.1_Trep_dent_AL-2_V1_genomic.fna.gz,denticola/GCA_000340725.1_Trep_dent_AL-2_V1_genomic.fna.gz.sig,c394245d20cd9d5811a19d209b03b2cb
0.3807758833703978,denticola/GCA_000340645.1_Trep_dent_H-22_V1_genomic.fna.gz,denticola/GCA_000340645.1_Trep_dent_H-22_V1_genomic.fna.gz.sig,d2836559bece168fadf3cfa3913c1f60
0.36678876678876676,denticola/GCA_000340745.1_Trep_dent_US-Trep_V1_genomic.fna.gz,denticola/GCA_000340745.1_Trep_dent_US-Trep_V1_genomic.fna.gz.sig,d04a5b2e42cd3f5b87459cd95ec981b4
0.36660971442518914,denticola/GCA_000338635.1_Trep_dent_ASLM_V1_genomic.fna.gz,denticola/GCA_000338635.1_Trep_dent_ASLM_V1_genomic.fna.gz.sig,7ca2f62d74ffffd04216af4289f9bedf
0.35362184679472347,denticola/GCA_000340605.1_Trep_dent_H1-T_V1_genomic.fna.gz,denticola/GCA_000340605.1_Trep_dent_H1-T_V1_genomic.fna.gz.sig,26bda19b49737d04044ce64f39f429ca
0.3510713444784554,denticola/GCA_000338615.1_Trep_dent_ATCC_33520_V1_genomic.fna.gz,denticola/GCA_000338615.1_Trep_dent_ATCC_33520_V1_genomic.fna.gz.sig,1ea849113485a460e52b9ef9e7f7dc04
0.31922896097790315,denticola/GCA_000413115.1_Trep_dent_SP23_F0463_V1_genomic.fna.gz,denticola/GCA_000413115.1_Trep_dent_SP23_F0463_V1_genomic.fna.gz.sig,df4afe2f0c76fbecaaa9a6d3db06f713
0.31921900729240177,denticola/GCA_000413075.1_Trep_dent_SP44_F0466_V1_genomic.fna.gz,denticola/GCA_000413075.1_Trep_dent_SP44_F0466_V1_genomic.fna.gz.sig,45cf9327bf27f07823842ba10a1487d1
0.12659220066627475,denticola/GCA_000413095.1_Trep_dent_SP32_F0464_V1_genomic.fna.gz,denticola/GCA_000413095.1_Trep_dent_SP32_F0464_V1_genomic.fna.gz.sig,f1adc59deffa9dc50828583ca130ef05
0.0036068530207394047,denticola/GCA_000775995.1_ASM77599v1_genomic.fna.gz,denticola/GCA_000775995.1_ASM77599v1_genomic.fna.gz.sig,855ebe24be5aee054e7c24eae5320573
0.0019413706076490001,denticola/GCA_000468055.1_ASM46805v1_genomic.fna.gz,denticola/GCA_000468055.1_ASM46805v1_genomic.fna.gz.sig,a48f9147ad19d96afdd45afa54400d75
0.001915375239421905,denticola/GCA_000465015.1_Treponema_pedis_T_M1_genomic.fna.gz,denticola/GCA_000465015.1_Treponema_pedis_T_M1_genomic.fna.gz.sig,c61143effe4b89988d0de5e22bced1e3
0.00074757039621231,denticola/GCA_000217655.1_ASM21765v1_genomic.fna.gz,denticola/GCA_000217655.1_ASM21765v1_genomic.fna.gz.sig,c461e85a39a0164d18e37eb324a4c362
0.0007438631291842301,denticola/GCA_000246815.1_ASM24681v1_genomic.fna.gz,denticola/GCA_000246815.1_ASM24681v1_genomic.fna.gz.sig,dc8409b7ea588338ded4227072092367
0.0007429420505200594,denticola/GCA_001712955.1_ASM171295v1_genomic.fna.gz,denticola/GCA_001712955.1_ASM171295v1_genomic.fna.gz.sig,42e4cefdfa23d51668b0dcd4ca1a8d7b
0.0007429420505200594,denticola/GCA_001713255.1_ASM171325v1_genomic.fna.gz,denticola/GCA_001713255.1_ASM171325v1_genomic.fna.gz.sig,42adbe3f654e93b1c18aeae36b5b7b8b
0.00026567481402763017,denticola/GCA_000382565.1_ASM38256v1_genomic.fna.gz,denticola/GCA_000382565.1_ASM38256v1_genomic.fna.gz.sig,0f74ab0a0311c94b3ad2974b1b66d181
0.00026371308016877635,denticola/GCA_000239475.1_ASM23947v1_genomic.fna.gz,denticola/GCA_000239475.1_ASM23947v1_genomic.fna.gz.sig,173d0b5e6396709d9a797f53a1f9ba5f
0.0002615746795710175,denticola/GCA_000568735.2_ASM56873v2_genomic.fna.gz,denticola/GCA_000568735.2_ASM56873v2_genomic.fna.gz.sig,58c8409cce3c2f6ee87dc35d4fc102e0
0.0002455795677799607,denticola/GCA_000502195.1_BorAfzIPT138_genomic.fna.gz,denticola/GCA_000502195.1_BorAfzIPT138_genomic.fna.gz.sig,0216e0a7662d253e1bd0b0aee6b0c420
0.00024330900243309004,denticola/GCA_000222305.1_ASM22230v1_genomic.fna.gz,denticola/GCA_000222305.1_ASM22230v1_genomic.fna.gz.sig,519455514101616778779f06756105a5
0.00022872827081427266,denticola/GCA_000500065.1_AB2_genomic.fna.gz,denticola/GCA_000500065.1_AB2_genomic.fna.gz.sig,81cf88e57401090b2649ef09cb93ee65
0.0001895734597156398,denticola/GCA_000147075.1_ASM14707v1_genomic.fna.gz,denticola/GCA_000147075.1_ASM14707v1_genomic.fna.gz.sig,5a365e05980986ce1cdbbec8600832d0
0.0001859773107680863,denticola/GCA_900167145.1_IMG-taxon_2582581326_annotated_assembly_genomic.fna.gz,denticola/GCA_900167145.1_IMG-taxon_2582581326_annotated_assembly_genomic.fna.gz.sig,57d70c0ed063bab02635315dd13a4e9a
0.00017009695526450075,denticola/GCA_000260795.1_ASM26079v1_genomic.fna.gz,denticola/GCA_000260795.1_ASM26079v1_genomic.fna.gz.sig,9784bb0dd229435ce079048e59dae9a0
0.00016627868307283005,denticola/GCA_900156105.1_IMG-taxon_2706795025_annotated_assembly_genomic.fna.gz,denticola/GCA_900156105.1_IMG-taxon_2706795025_annotated_assembly_genomic.fna.gz.sig,aaf4f8b4088d7a16bd13d61b9ac80688
0.00016155088852988692,denticola/GCA_000242595.3_ASM24259v3_genomic.fna.gz,denticola/GCA_000242595.3_ASM24259v3_genomic.fna.gz.sig,41a5ded21ad8ab0d5a3bc69c4179ec12
0.00015603058199407084,denticola/GCA_000758165.1_Spiroch1.0_genomic.fna.gz,denticola/GCA_000758165.1_Spiroch1.0_genomic.fna.gz.sig,5d3d75be100ae4a5de65d162d65206c3
