similarity,name,filename,md5
1.0,gingivalis/GCA_000010505.1_ASM1050v1_genomic.fna.gz,gingivalis/GCA_000010505.1_ASM1050v1_genomic.fna.gz.sig,1471d6db344d5046899f85b521902fe7
0.8570209133589415,gingivalis/GCA_000739415.1_ASM73941v1_genomic.fna.gz,gingivalis/GCA_000739415.1_ASM73941v1_genomic.fna.gz.sig,0d38ac0d659c11f50681aa2b5af311ac
0.8014919187733113,gingivalis/GCA_900157215.1_Strain_3-3_genomic.fna.gz,gingivalis/GCA_900157215.1_Strain_3-3_genomic.fna.gz.sig,1bf87d89e9ecd9c741e0b7477478f403
0.5019183815835367,gingivalis/GCA_001274615.1_ASM127461v1_genomic.fna.gz,gingivalis/GCA_001274615.1_ASM127461v1_genomic.fna.gz.sig,17482605d9686c447b33a8b1a3428231
0.5010482180293501,gingivalis/GCA_000467955.1_ASM46795v1_genomic.fna.gz,gingivalis/GCA_000467955.1_ASM46795v1_genomic.fna.gz.sig,c1d30c6303bd0b8befb6c3ee372a4f87
0.4959349593495935,gingivalis/GCA_900157325.1_3A1_genomic.fna.gz,gingivalis/GCA_900157325.1_3A1_genomic.fna.gz.sig,dfcaef3d04ff381454bd7f57e536f9f1
0.49381443298969074,gingivalis/GCA_001263815.1_ASM126381v1_genomic.fna.gz,gingivalis/GCA_001263815.1_ASM126381v1_genomic.fna.gz.sig,b68877d526a48ea98c00c50d544a138c
0.49184876864377386,gingivalis/GCA_000007585.1_ASM758v1_genomic.fna.gz,gingivalis/GCA_000007585.1_ASM758v1_genomic.fna.gz.sig,062509c0b0f931a2b3c7fa5903c8924e
0.4799465240641711,gingivalis/GCA_000380305.1_PgingivalisJCVISC001v1.0_genomic.fna.gz,gingivalis/GCA_000380305.1_PgingivalisJCVISC001v1.0_genomic.fna.gz.sig,db7c189d9c79c5f23e25ac179c7433b6
0.4748322147651007,gingivalis/GCA_000503975.1_SJD2_genomic.fna.gz,gingivalis/GCA_000503975.1_SJD2_genomic.fna.gz.sig,4328a6e567fedfb110e737ab532de41d
0.09551800146950772,gingivalis/GCA_000765945.1_ASM76594v1_genomic.fna.gz,gingivalis/GCA_000765945.1_ASM76594v1_genomic.fna.gz.sig,79f287c46ba20101a9fb87f69c3ffdfc
0.09394467979068029,gingivalis/GCA_000769015.1_ASM76901v1_genomic.fna.gz,gingivalis/GCA_000769015.1_ASM76901v1_genomic.fna.gz.sig,0babaf780d6ded7ae14f071dbb72ff98
0.0020013342228152103,gingivalis/GCA_000769035.1_ASM76903v1_genomic.fna.gz,gingivalis/GCA_000769035.1_ASM76903v1_genomic.fna.gz.sig,e3d00f516b474c68edbf24df66032704
0.001451077943615257,gingivalis/GCA_001282625.1_Lascolabacillus_massiliensis_genomic.fna.gz,gingivalis/GCA_001282625.1_Lascolabacillus_massiliensis_genomic.fna.gz.sig,ff6136469134578c8717c81f79e0ffbe
0.001422475106685633,gingivalis/GCA_000614325.1_ASM61432v1_genomic.fna.gz,gingivalis/GCA_000614325.1_ASM61432v1_genomic.fna.gz.sig,b4ac54f5f07191f6375dc002f5d4aa40
